external relations,freedom and democracy,political system,economy,welfare and quality of life,fabric of society,social groups
0.9999657869338989,5.701749614672735e-06,6.279825811361661e-06,4.30059117206838e-06,2.6929076284432085e-06,1.4083033420320135e-05,1.1037841431971174e-06
0.9999769926071167,2.533477299948572e-06,2.2070023533160565e-06,5.68669565836899e-06,2.8916970222780947e-06,8.785385944065638e-06,9.216199146067083e-07
0.9425688982009888,0.05307433009147644,0.0009055047994479537,2.186829260608647e-05,5.5136653827503324e-05,0.0033429318573325872,3.1209307053359225e-05
0.9998950958251953,3.253851900808513e-05,1.2597586646734271e-05,4.077414359926479e-06,4.1136404433927964e-06,4.967563654645346e-05,1.7696005443212925e-06
2.348907946725376e-05,0.9999099969863892,2.1844985894858837e-05,4.626760073733749e-06,1.2897653505206108e-05,2.3901791792013682e-05,3.1931269859342137e-06
0.9999774694442749,2.5885224204102997e-06,2.6125014755962184e-06,3.985691364505328e-06,2.1670609839929966e-06,1.0455049960000906e-05,7.585026082779223e-07
0.0003653690218925476,0.9975849390029907,0.0016631457256153226,1.7871045201900415e-05,2.4575621864642017e-05,0.0003292998590040952,1.4888705663906876e-05
0.0015295069897547364,0.04189533740282059,0.7524126768112183,0.0001028665283229202,4.034343874081969e-05,0.20397421717643738,4.508243000600487e-05
0.9999562501907349,1.0701308383431751e-05,5.3970725275576115e-06,4.8839187911653426e-06,2.165035994039499e-06,1.956091909960378e-05,9.826120503930724e-07
0.9999771118164062,2.7998733003187226e-06,3.1161798688117415e-06,5.15656665811548e-06,2.500933078408707e-06,8.531752428098116e-06,7.856068009459705e-07
0.2593320310115814,0.7273808121681213,0.008160111494362354,9.249861614080146e-05,0.00016756461991462857,0.004803779534995556,6.32467053947039e-05
3.2954951620922657e-06,1.336547370556218e-06,6.060635132598691e-05,3.1134764867601916e-05,2.497853165550623e-05,1.671485006227158e-05,0.9998619556427002
0.9999774694442749,2.0718232462968444e-06,2.75238949143386e-06,5.665251592290588e-06,2.427118033665465e-06,8.707325832801871e-06,9.806799425859936e-07
0.005132253747433424,0.9946714043617249,4.162226468906738e-05,8.727105523576029e-06,3.62870741810184e-05,0.00010189975000685081,7.764565452816896e-06
0.9999600648880005,1.1564099622773938e-05,4.694888957601506e-06,2.7683311145665357e-06,2.1579860458587063e-06,1.7868058421299793e-05,9.088351475838863e-07
0.9998394250869751,0.00011066051229136065,9.481914275966119e-06,5.69964868191164e-06,6.0891675275343005e-06,2.6850990252569318e-05,1.7183280078825192e-06
0.9999773502349854,3.355877879585023e-06,2.9579080091934884e-06,3.818574441538658e-06,1.9717692794074537e-06,9.758105079527013e-06,7.511292210438114e-07
0.999975323677063,3.7485033317352645e-06,2.6348675419285428e-06,2.8853041840193328e-06,1.8395988945485442e-06,1.2852669897256419e-05,8.243704314736533e-07
0.00027022280846722424,0.9993165731430054,0.000137007053126581,7.893501788203139e-06,1.6447580492240377e-05,0.0002451548643875867,6.6932534537045285e-06
0.9999769926071167,3.196445732100983e-06,2.7115572720504133e-06,4.178615654382156e-06,2.0552561181830242e-06,1.0213409950665664e-05,6.55875226129865e-07
0.9999768733978271,2.522185241105035e-06,3.1641202440368943e-06,4.546853233478032e-06,2.2229100977710914e-06,9.99276562652085e-06,7.091227871569572e-07
0.9988359808921814,0.0009556971490383148,3.908365033566952e-05,6.847169061074965e-06,1.6719975974410772e-05,0.00013097347982693464,1.4766532331123017e-05
2.3507449498083588e-07,2.9872134632569214e-07,4.571801127895014e-06,0.9999785423278809,1.2614110346476082e-05,1.7660493085713824e-06,2.0123954982409487e-06
0.9999282360076904,2.1268713680910878e-05,8.568198609282263e-06,3.700769866554765e-06,3.637544750745292e-06,3.304745041532442e-05,1.4991200032454799e-06
0.9999778270721436,2.251937530672876e-06,2.4620276235509664e-06,6.293385013123043e-06,2.854352032954921e-06,7.483428817067761e-06,8.657477792439749e-07
0.9999282360076904,2.1268713680910878e-05,8.568198609282263e-06,3.700769866554765e-06,3.637544750745292e-06,3.304745041532442e-05,1.4991200032454799e-06
0.9999758005142212,2.440839352857438e-06,2.3636116566194687e-06,6.384436346706934e-06,2.9717552934016567e-06,9.17800389288459e-06,8.846932360029314e-07
0.9999728202819824,3.2485063456988428e-06,4.4953708311368246e-06,4.107510903850198e-06,2.3903030523797497e-06,1.2300946764298715e-05,6.172974167384382e-07
0.9999475479125977,3.167989007124561e-06,1.023921686282847e-05,1.7291329641011544e-05,3.820769961748738e-06,1.6331539882230572e-05,1.5276559679477941e-06
0.999972939491272,2.6218820039503044e-06,4.124068254895974e-06,8.262231858680025e-06,2.9214361347840168e-06,8.32493697089376e-06,7.990578865246789e-07
0.9999706745147705,4.289691787562333e-06,5.8921818890667055e-06,4.009723852504976e-06,2.0756774574692827e-06,1.2371840057312511e-05,8.03348711997387e-07
0.999771773815155,6.94491172907874e-05,3.8656908145640045e-05,5.361779585655313e-06,5.596720257017296e-06,0.00010662893328117207,2.601957248771214e-06
0.999976396560669,5.28875398231321e-06,2.532320877435268e-06,4.287528099666815e-06,2.5425113108212827e-06,8.238876034738496e-06,8.179871997526789e-07
0.9999634027481079,6.105262855271576e-06,4.0537888708058745e-06,2.8402128009474836e-06,2.142797256965423e-06,2.046279769274406e-05,1.0005718422689824e-06
0.018820500001311302,0.9805814027786255,0.00017941671831067652,1.7902044419315644e-05,6.171946006361395e-05,0.00032805491355247796,1.1107240425189957e-05
0.9999736547470093,2.325502691746806e-06,4.01133138439036e-06,7.776205166010186e-06,3.2452019240736263e-06,8.26769246486947e-06,8.053900160120975e-07
0.9999778270721436,2.6801938020071248e-06,2.2920844457985368e-06,4.366660959931323e-06,2.30311025006813e-06,9.701876479084603e-06,7.543341098426026e-07
0.9915903210639954,0.002875683829188347,0.0003547791566234082,1.8645823729457334e-05,4.801574323209934e-05,0.0051009776070714,1.1658981748041697e-05
0.9999775886535645,2.591867314549745e-06,2.7427004170021974e-06,4.656803866964765e-06,2.5948895654437365e-06,9.111486178881023e-06,7.164456974351197e-07
0.9999761581420898,2.4651651528984075e-06,2.293333636771422e-06,6.982658760534832e-06,3.6144117530056974e-06,7.5569842010736465e-06,8.832166145111842e-07
0.9999610185623169,5.18362185175647e-06,8.057168088271283e-06,5.240084647084586e-06,2.2090496258897474e-06,1.74878332472872e-05,8.090711958175234e-07
0.9999581575393677,9.179469998343848e-06,6.692710940114921e-06,3.254874627600657e-06,2.1410169210867025e-06,1.9834955310216174e-05,7.034838631625462e-07
0.999977707862854,2.1718014977523126e-06,2.3226791654451517e-06,5.602968485618476e-06,2.6281254577043e-06,8.84417022462003e-06,8.35794594422623e-07
0.9999768733978271,2.7438625238573877e-06,2.8404135719029e-06,3.5297100566822337e-06,2.6407078621559776e-06,1.0706144166761078e-05,7.272127504620585e-07
0.9999704360961914,1.7614142961974721e-06,3.02876810565067e-06,1.1330958841426764e-05,3.6132776131125866e-06,8.438638360530604e-06,1.3944555803391268e-06
0.9999773502349854,2.5091303541557863e-06,3.533025619617547e-06,4.555961368168937e-06,2.3983629944268614e-06,8.677109690324869e-06,9.4379799975286e-07
1.2490323570091277e-05,0.9999071359634399,2.1275407561915927e-05,3.959909008699469e-06,1.862720091594383e-05,3.069601007155143e-05,5.783252163382713e-06
0.9999743700027466,3.2572875170444604e-06,2.7550072445592377e-06,3.5728751299757278e-06,2.3321535991271958e-06,1.3004148968320806e-05,7.059630888761603e-07
0.9997184872627258,0.00023049495939631015,1.0234791261609644e-05,5.005064849683549e-06,6.5517656366864685e-06,2.7281093935016543e-05,1.9452891137916595e-06
0.9999678134918213,5.78967319597723e-06,4.894840003544232e-06,2.9388495477178367e-06,1.8862849628931144e-06,1.5949193766573444e-05,7.452995305357035e-07
0.999976396560669,2.3313446035899688e-06,2.2212263957044343e-06,5.970227903162595e-06,2.871307970053749e-06,9.234056960849557e-06,1.0019464298238745e-06
0.9999176263809204,2.4132750695571303e-06,5.585432063526241e-06,3.440939326537773e-05,2.3419670469593257e-05,1.1751893907785416e-05,4.7693747546873055e-06
0.999977707862854,3.1541687803837704e-06,3.0431860977842007e-06,4.971478119841777e-06,2.5060080588446e-06,7.831944458303042e-06,7.882752015575534e-07
0.999951958656311,3.247323547839187e-06,7.785230081935879e-06,1.7186515833600424e-05,4.705693754658569e-06,1.4164071217237506e-05,9.92816467260127e-07
0.999968409538269,3.44077102454321e-06,5.792549018224236e-06,6.150537501525832e-06,2.7508451694302494e-06,1.2513098226918373e-05,9.697932910057716e-07
0.02361866645514965,0.9760000109672546,8.330195851158351e-05,1.8030852515948936e-05,6.956774450372905e-05,0.0001970532612176612,1.3308511370269116e-05
0.9999771118164062,2.387914264545543e-06,2.767206296994118e-06,5.169289579498582e-06,2.7732166927307844e-06,9.147021955868695e-06,7.302422773136641e-07
0.9997105002403259,2.707187923078891e-05,0.00013328601198736578,1.7193760868394747e-05,1.0138273864868097e-05,9.827716712607071e-05,3.5325479075254407e-06
0.9999420642852783,1.5094374248292297e-05,5.048143066233024e-06,2.6522659481997835e-06,2.538884018576937e-06,3.131286212010309e-05,1.2229470485181082e-06
0.999976396560669,2.798125706249266e-06,2.9020968668191927e-06,4.992362391931238e-06,2.2814081148681e-06,9.841825885814615e-06,7.557948151770688e-07
0.9999772310256958,3.1691829462943133e-06,2.739800265771919e-06,3.477358632153482e-06,2.163236331398366e-06,1.0537650268815923e-05,7.280845579771267e-07
0.9999779462814331,3.4982431316166185e-06,2.3476284241041867e-06,4.600906777341152e-06,2.6579823497741017e-06,8.291708581964485e-06,7.196863975877932e-07
0.9995980858802795,0.0003257810603827238,1.4612222003052011e-05,4.311524662625743e-06,5.989533747197129e-06,4.930957584292628e-05,1.982337607842055e-06
0.0007561567472293973,0.9987034797668457,0.00015438553236890584,1.0616444342304021e-05,7.135960913728923e-05,0.0002917580131907016,1.2195891031296924e-05
0.9999661445617676,4.197301677777432e-06,6.196517006173963e-06,6.363967713696184e-06,4.2780866351677105e-06,1.161990894615883e-05,1.1598359606068698e-06
0.9956761002540588,0.004146887920796871,2.87534567178227e-05,7.039218417048687e-06,1.6705926100257784e-05,0.00011953046487178653,4.971951057086699e-06
0.9999678134918213,6.11826408203342e-06,5.687868906534277e-06,3.2385762551712105e-06,2.1814216779603157e-06,1.4247492799768224e-05,7.838542614990729e-07
0.9999767541885376,2.663216491782805e-06,3.078121380895027e-06,4.718105174106313e-06,2.521660462662112e-06,9.490489901509136e-06,7.170793878685799e-07
0.9995589852333069,6.178286275826395e-05,0.00015377087402157485,7.113233004929498e-05,3.946670040022582e-05,9.957872680388391e-05,1.5299112419597805e-05
0.9999743700027466,2.7744181352318265e-06,4.149614596826723e-06,5.50061895410181e-06,2.4097205368889263e-06,1.0107734851771966e-05,7.161768849073269e-07
0.9999768733978271,2.460032874296303e-06,2.273867721669376e-06,5.476074875332415e-06,2.4772589313215576e-06,9.73733222053852e-06,7.535021495641558e-07
0.9999774694442749,2.409397211522446e-06,2.6910520318779163e-06,5.5110640460043214e-06,2.7553098789212527e-06,8.294386134366505e-06,8.817793855087075e-07
0.999954104423523,4.005610662716208e-06,7.775601261528209e-06,1.1045172868762165e-05,3.1548102015221957e-06,1.8774624550133012e-05,1.1375603889973718e-06
0.9999738931655884,2.0957418200850952e-06,2.8850938633695478e-06,8.182617420970928e-06,2.6450752557138912e-06,9.339817552245222e-06,8.733303502594936e-07
0.9999769926071167,2.6682455427362584e-06,2.2368651571014198e-06,5.020242952014087e-06,2.5222336716979044e-06,9.704968761070631e-06,8.298586635646643e-07
0.9999781847000122,2.7509638584888307e-06,2.4468652100040345e-06,4.59394959761994e-06,2.4667194793437375e-06,8.709025678399485e-06,7.418134373438079e-07
0.9999603033065796,9.192069228447508e-06,6.887036761327181e-06,3.48275921169261e-06,2.5686233584565343e-06,1.6688778487150557e-05,9.076400147023378e-07
0.9999704360961914,6.909355761308689e-06,3.6015223940921715e-06,4.25795678893337e-06,2.3986781343410257e-06,1.1479064596642274e-05,9.699616612124373e-07
0.999977707862854,2.534257419029018e-06,2.52167751568777e-06,4.923972937831422e-06,2.5151350655505667e-06,8.977510333352257e-06,8.448059816146269e-07
0.9998162388801575,2.9815466405125335e-05,4.504478783928789e-05,9.35879688768182e-06,5.217506441113073e-06,9.028796193888411e-05,4.078508027305361e-06
0.9998648166656494,1.1885094863828272e-06,6.548982582899043e-06,8.604268805356696e-05,3.3774555049603805e-05,4.80976495964569e-06,2.8276417651795782e-06
0.9999769926071167,2.1472162643476622e-06,2.7200237582292175e-06,6.4562586885585915e-06,2.682403419385082e-06,8.135489224514458e-06,8.617001299171534e-07
0.9999324083328247,3.260769881308079e-05,6.797944024583558e-06,3.951057806261815e-06,3.830504738289164e-06,1.929338941408787e-05,1.0534440662013367e-06
0.00018845242448151112,1.5335297121055191e-06,2.3660719307372347e-05,0.999752938747406,1.971216988749802e-05,1.0824899618455674e-05,2.8548042791953776e-06
0.9989373087882996,0.0007559104706160724,0.00011766664101742208,6.129415123723447e-05,2.407176907581743e-05,9.795823280001059e-05,5.821024842589395e-06
0.9997542500495911,0.00011738175817299634,2.9819702831446193e-05,1.0837980880751275e-05,1.1024171726603527e-05,7.226675370475277e-05,4.337022346589947e-06
0.9999605417251587,5.227962446952006e-06,6.246058546821587e-06,5.0108237701351754e-06,3.318921017125831e-06,1.881387288449332e-05,8.236438588937744e-07
0.99996018409729,4.395864834805252e-06,1.0273600310028996e-05,8.955666999099776e-06,3.2884722713788506e-06,1.2015202628390398e-05,8.514039677720575e-07
0.9997397065162659,0.00014226058556232601,1.7497392036602832e-05,2.9598743367387215e-06,5.503241936821723e-06,8.952689677244052e-05,2.4979872250696644e-06
0.999976634979248,3.105791620328091e-06,2.6948405320581514e-06,3.309773319415399e-06,2.230001427960815e-06,1.1258010999881662e-05,7.847116307857505e-07
0.999974250793457,3.2013665531849256e-06,4.4663365770247765e-06,4.2643041524570435e-06,2.3117104319680948e-06,1.093450828193454e-05,6.955737603675516e-07
0.35106801986694336,0.004387555178254843,0.6149997115135193,0.0010394419077783823,0.003482358530163765,0.024856915697455406,0.000165964724146761
1.461737701902166e-05,0.9999268054962158,1.7123835277743638e-05,3.896850103046745e-06,1.1078544048359618e-05,2.3304119167733006e-05,3.042914840989397e-06
0.9996993541717529,5.025533027946949e-05,0.00011271458060946316,1.729850009724032e-05,1.1906558029295411e-05,0.0001059554488165304,2.5369292870891513e-06
9.409189078724012e-05,6.818304973421618e-05,7.312030356843024e-05,5.740233518736204e-06,1.3220523214840796e-05,0.999736487865448,9.156941814580932e-06
0.9999337196350098,1.8977061699843034e-05,1.0625286449794658e-05,3.7434533624036703e-06,2.48640162681113e-06,2.9558572350651957e-05,8.325440035150677e-07
0.9999748468399048,2.093115199386375e-06,3.355690523676458e-06,7.575431482109707e-06,3.524815156197292e-06,7.587086201965576e-06,9.222562766808551e-07
0.9999713897705078,3.745769390661735e-06,3.749868710656301e-06,3.83264159609098e-06,2.9324853585421806e-06,1.3621784091810696e-05,6.890815029692021e-07
0.9999778270721436,2.7969451821263647e-06,2.3442139536200557e-06,5.246138243819587e-06,2.8712956918752752e-06,8.194519068638328e-06,8.139077749547141e-07
0.9999737739562988,3.4580432384245796e-06,3.7014713143435074e-06,3.5936398035119055e-06,2.3342038275586674e-06,1.2556164620036725e-05,6.145770612420165e-07
7.874310540501028e-06,0.9999518394470215,8.482817975163925e-06,3.5247308005637024e-06,1.4850402294541709e-05,1.0786632628878579e-05,2.6100165086972993e-06
1.3457886780088302e-05,1.0640604159561917e-05,0.9976805448532104,0.0021525693591684103,0.00010459541226737201,3.155549711664207e-05,6.5271769926766865e-06
0.9999752044677734,2.453803062962834e-06,2.161107886422542e-06,7.350868600042304e-06,3.256796389905503e-06,8.69129416969372e-06,9.793225217435975e-07
0.9999725818634033,8.109364898700733e-06,3.002981657118653e-06,3.2923726394074038e-06,2.1105734049342573e-06,1.0161465070268605e-05,7.477393069166283e-07
0.9999769926071167,2.3642683117941488e-06,2.4170687993319007e-06,4.734409230877645e-06,2.803608595058904e-06,9.963399861590005e-06,6.603904694202356e-07
0.999977707862854,3.7947684177197516e-06,2.4808641683193855e-06,4.390126832731767e-06,2.823385329975281e-06,7.996658496267628e-06,7.466550187018584e-07
0.9999699592590332,6.3793045228521805e-06,4.0079357859212905e-06,2.9204079510236625e-06,2.04940329240344e-06,1.395421440975042e-05,7.019240229055868e-07
0.9999762773513794,2.8953900255146436e-06,3.1381302960653557e-06,5.746057922806358e-06,3.266626208642265e-06,7.901508979557548e-06,7.64132266795059e-07
0.9775987863540649,0.02125447802245617,0.00030386762227863073,2.209591184509918e-05,3.638694397523068e-05,0.0007774857804179192,6.887175914016552e-06
0.9999722242355347,5.948118996457197e-06,3.2064260722108884e-06,2.9566322155005764e-06,1.957312406375422e-06,1.2981532563571818e-05,6.739005584677216e-07
0.999963641166687,4.996690222469624e-06,7.074548193486407e-06,4.00472436012933e-06,1.9585113477660343e-06,1.764304943208117e-05,6.811508228565799e-07
0.010023918002843857,0.9896408915519714,8.272701961686835e-05,1.317457645200193e-05,3.329299943288788e-05,0.00019333016825839877,1.2640489330806304e-05
0.04850826412439346,0.06054801866412163,0.018070977181196213,0.8605963587760925,0.002217995235696435,0.003456018166616559,0.006602373905479908
0.9999270439147949,1.1646303391898982e-05,8.7759790403652e-06,4.123123744648183e-06,4.358168553153519e-06,4.237212488078512e-05,1.5453634887307999e-06
3.6573603665601695e-06,5.037709911448474e-07,9.03639829630265e-06,0.9999755620956421,8.024777343962342e-06,2.2415833882405423e-06,9.730074452818371e-07
0.999799907207489,0.00016034377040341496,6.692557690257672e-06,3.2366767754865577e-06,5.497388428921113e-06,2.3187069018604234e-05,1.1377451301086694e-06
2.481062438164372e-05,1.2416165873219143e-06,9.385907469550148e-05,0.999832034111023,1.3379733900364954e-05,2.068380308628548e-05,1.3995520930620842e-05
0.9999774694442749,2.801086793624563e-06,2.085580945276888e-06,5.104850060888566e-06,2.7124685857415898e-06,8.96258916327497e-06,7.818848075658025e-07
0.9999784231185913,2.6631521450326545e-06,2.2904098386788974e-06,5.052844699093839e-06,2.6188624815404182e-06,8.040873581194319e-06,9.135600294030155e-07
4.896499376627617e-06,5.767249149357667e-07,8.039334716158919e-06,0.9999767541885376,4.059843377035577e-06,4.33823970524827e-06,1.3197953876442625e-06
0.9997751116752625,0.00016915693413466215,9.232946467818692e-06,7.112568709999323e-06,8.258470188593492e-06,2.897792001022026e-05,2.206636736445944e-06
0.9999775886535645,2.6206369057035772e-06,2.2995498056843644e-06,5.17989246873185e-06,2.4802250209177146e-06,9.049853360920679e-06,8.506963808940782e-07
0.032906122505664825,0.0019528629491105676,0.003013746812939644,4.220198024995625e-05,2.8751321224262938e-05,0.9620266556739807,2.9661921871593222e-05
1.9114693827759766e-07,4.2831155155909073e-07,5.356108886189759e-06,0.9999856948852539,6.268587640079204e-06,1.412290316693543e-06,7.035347380224266e-07
0.9999587535858154,5.3182639021542855e-06,4.9491413847135846e-06,2.9255377285153372e-06,2.405807208560873e-06,2.4991455575218424e-05,7.101467645043158e-07
0.9999781847000122,3.3472347240603995e-06,2.4522664716641884e-06,4.383636223792564e-06,2.3083380256139208e-06,8.586541298427619e-06,7.51008087718219e-07
0.999901533126831,6.142849451862276e-05,6.788794053136371e-06,2.7841922474181047e-06,2.8551905870699557e-06,2.3690066882409155e-05,9.563244702803786e-07
