Neg,Neu,Pos
0.3334321975708008,0.6580612659454346,0.008506509475409985
0.0051517728716135025,0.9600065350532532,0.03484172374010086
0.0026897266507148743,0.9525779485702515,0.044732362031936646
0.011989877559244633,0.958351731300354,0.029658334329724312
0.006464291363954544,0.981971800327301,0.011563913896679878
0.03639691323041916,0.9562378525733948,0.007365276571363211
0.9675795435905457,0.029476599767804146,0.002943869912996888
0.0018937228014692664,0.9480885863304138,0.05001772567629814
0.0032389371190220118,0.97350013256073,0.0232609324157238
0.04657026752829552,0.9443269968032837,0.009102764539420605
0.004423102829605341,0.9697115421295166,0.02586539089679718
0.3786787986755371,0.6125683784484863,0.008752801455557346
0.0050941454246640205,0.9791735410690308,0.01573231630027294
0.12010285258293152,0.8695638179779053,0.010333329439163208
0.0017437959322705865,0.4890196621417999,0.5092365741729736
0.7868656516075134,0.20854447782039642,0.004589855670928955
0.07417544722557068,0.8965820074081421,0.029242562130093575
0.006764369551092386,0.9268185496330261,0.06641706079244614
0.4773028492927551,0.5169083476066589,0.005788756534457207
0.03237232193350792,0.9541537761688232,0.01347392052412033
0.4787328839302063,0.5142031311988831,0.00706396484747529
0.14511027932167053,0.8331141471862793,0.021775558590888977
0.10861039906740189,0.878731369972229,0.012658209539949894
0.9101049304008484,0.0866841971874237,0.0032108835875988007
0.043656934052705765,0.917509138584137,0.038833923637866974
0.041780244559049606,0.9445957541465759,0.013624000363051891
0.7926563620567322,0.2029980719089508,0.004345577675849199
0.3437739908695221,0.6490907073020935,0.007135334424674511
0.6401130557060242,0.3541071116924286,0.005779835395514965
0.030968492850661278,0.9621405601501465,0.006890976335853338
0.44291043281555176,0.5501766204833984,0.00691298907622695
0.009073333814740181,0.971841037273407,0.019085651263594627
0.25707173347473145,0.7357364296913147,0.007191812619566917
0.614377498626709,0.37862613797187805,0.0069964551366865635
0.05299501121044159,0.9367101788520813,0.010294814594089985
0.013929281383752823,0.9449076056480408,0.04116310924291611
0.10826132446527481,0.8827009201049805,0.009037765674293041
0.0009459260618314147,0.14408886432647705,0.8549652099609375
0.005770565010607243,0.8659828901290894,0.12824656069278717
0.9048200249671936,0.09207861870527267,0.003101406153291464
0.027198361232876778,0.9418051838874817,0.03099648281931877
0.3691566288471222,0.5622702240943909,0.0685732364654541
0.05350441113114357,0.9073777794837952,0.039117831736803055
0.6969993114471436,0.29777270555496216,0.005227911286056042
0.9706354141235352,0.026411304250359535,0.0029532017651945353
0.05908847972750664,0.9229426383972168,0.017968930304050446
0.03532516211271286,0.9475322365760803,0.017142601311206818
0.544771671295166,0.4492945969104767,0.005933726206421852
0.01365029625594616,0.9744687676429749,0.011880910024046898
0.005770565010607243,0.8659828901290894,0.12824656069278717
0.0031387857161462307,0.7592997550964355,0.23756143450737
0.016829928383231163,0.9714621901512146,0.011707860045135021
0.9679038524627686,0.029273033142089844,0.002823102055117488
0.39497026801109314,0.5983271598815918,0.006702601443976164
0.013534387573599815,0.9349862933158875,0.05147937312722206
0.010016842745244503,0.975300669670105,0.014682468958199024
0.3031471371650696,0.6829738020896912,0.013879092410206795
0.06785588711500168,0.8974190950393677,0.034725043922662735
0.002672408474609256,0.9446307420730591,0.05269685387611389
0.10525839775800705,0.8863590955734253,0.008382479660212994
0.4167460799217224,0.5760127305984497,0.007241245359182358
0.9330645799636841,0.0638832375407219,0.003052122425287962
0.14011162519454956,0.8262948989868164,0.03359348699450493
0.9460679888725281,0.05111725628376007,0.0028147983830422163
0.007641493808478117,0.9644133448600769,0.027945159003138542
0.17915447056293488,0.807255744934082,0.013589775189757347
0.004377781879156828,0.9491485357284546,0.04647368565201759
0.5674300789833069,0.42682769894599915,0.005742191802710295
0.15962634980678558,0.8225699067115784,0.017803797498345375
0.9020989537239075,0.09470894187688828,0.0031922166235744953
0.04211505874991417,0.9462451338768005,0.011639763601124287
0.6334912180900574,0.36116111278533936,0.005347732920199633
0.6778896450996399,0.31636765599250793,0.005742677487432957
0.1346619576215744,0.8523485064506531,0.012989494949579239
